,sentence,nmb_sent,author,title,nmb_text
4,"Он сжал губы, твердо решив ждать столько, сколько  понадобится.",5,Чингиз Абдуллаев,Символы распада,8
5,В конце концов этот кретин обязан появиться.,6,Чингиз Абдуллаев,Символы распада,8
6,"Если учесть, что  их  встречи всегда проходят в неудобное для обоих время и случаются не так уж и часто, можно предположить, что  и  эта  произойдет  со  значительным  опозданием.",7,Чингиз Абдуллаев,Символы распада,8
7,"Впрочем,  за  последний  год  он  уже  привык  к  необязательности  своего партнера.",8,Чингиз Абдуллаев,Символы распада,8
8,Однако сегодня тот не может не прийти.,9,Чингиз Абдуллаев,Символы распада,8
9,"У него, кажется, все  уже получилось, и  теперь  нужно  только  обговорить  последние  условия.",10,Чингиз Абдуллаев,Символы распада,8
0,"   МОЙ ЛИЧНЫЙ ОТВЕТ БЕРНАРДУ БОТА         Глава МИД  РФ  Сергей Лавров назвал  ""кощунственным"" заявление министра иностранных дел Нидерландов Бернарда Бота, который  потребовал  у российской стороны объяснений в связи с захватом заложников в Беслане.",1,Валерий Горбань,Мой ответ Бернарду Боту,80
1,"Я Вам отвечу, мистер Бот,      Кто виноват - я дам отчет.",2,Валерий Горбань,Мой ответ Бернарду Боту,80
2,Надеюсь впрок он вам пойдет!,3,Валерий Горбань,Мой ответ Бернарду Боту,80
3,"Начну чуток издалека:      Протяжна времени река,      Все что зовется стариной,      Насквозь пропитано войной.",4,Валерий Горбань,Мой ответ Бернарду Боту,80
4,"Тому минуло шестьдесят,      Когда союзников отряд      Фашизму голову сломил,      Но, как мы видим, не добил,      Он эту гадину в бою,      Или успела кровь свою      Гадюка деткам передать,      И стали детки выползать.",5,Валерий Горбань,Мой ответ Бернарду Боту,80
5,"Ну кто сказал, что весь фашизм-      Национал-социализм?",6,Валерий Горбань,Мой ответ Бернарду Боту,80
0,"    Обожженные ненавистью       Этот материал  о  событиях  в  селе Алексеевка Краснознаменского района Калининградской области  был  опубликован  в  калининградской  газете  ""Маяк Балтики"" в июле 2002 года.",1,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
1,"Но, к сожалению,  затронутая в нем тема сохраняет свою  актуальность и  по  сей  день.",2,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
2,"Именно  поэтому, автор предлагает  его вниманию широкого круга читателей.",3,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
3,"В  ту ночь  Харен  Сагателян  собрался  спать  поздно,  около  половины второго.",4,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
4,"Дело  было  не  в  шуме  дискотеки, на  которой  рядом  веселилась молодежь.",5,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
5,И  не  в  бессоннице.,6,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
6,Эта  модная  городская  болезнь  в селе  не приживается.,7,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
7,"Просто сегодня  можно  было  слегка  расслабиться,  посмотреть телевизор.",8,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
8,Закончена  большая  и  очень важная работа.,9,Валерий Горбань,Законодатель - лучший друг угонщика (и другие статьи),81
0,"        1 января  2004 года вступил в силу Закон  РФ  N  158-ФЗ  ""  О  внесении изменений и дополнений в закон РФ ""О ветеранах"".",1,Валерий Горбань,"Кто заплатит за ""чеченцев""? или Будет ли парламентарий Грызлов исправлять ошибки министра Грызлова?",82
1,Этот  закон  был подписан Президентом России еще 27  ноября  2002 года.,2,Валерий Горбань,"Кто заплатит за ""чеченцев""? или Будет ли парламентарий Грызлов исправлять ошибки министра Грызлова?",82
2,"Данным  нормативным актом, к участникам боевых действий в  Афганистане  и на территории  других  государств  за  пределами   СССР  и   РФ  приравнивались военнослужащие,  сотрудники  МВД  и  других  силовых  структур,  принимавшие участие в боевых действиях в ""горячих точках"" на территории России.",3,Валерий Горбань,"Кто заплатит за ""чеченцев""? или Будет ли парламентарий Грызлов исправлять ошибки министра Грызлова?",82
3,"Законом предусматриваются серьезные льготы для ветеранов, например: 50% скидки  при оплате  занимаемой  общей  площади  жилых  помещений, бесплатный проезд на городском и пригородном транспорте и т.д.      Правительству   РФ,   руководителям   соответствующих   государственных ведомств давалось  целых 13 месяцев на то, чтобы подготовиться  к вступлению Закона   в   силу,  обеспечить   участников   боевых  действий  необходимыми документами,  отрегулировать   механизмы  выплат  различных   компенсаций  и реализации предусмотренных льгот.",4,Валерий Горбань,"Кто заплатит за ""чеченцев""? или Будет ли парламентарий Грызлов исправлять ошибки министра Грызлова?",82
0,"      ПЕРВЫЙ РАУНД:    МСТИТЕЛЬ ИЗ ЭЛЬДОЛЛАРАДО    ВТОРОЙ РАУНД:    МЕГАСМЕРТЬ - НАША ПРОФЕССИЯ    ТРЕТИЙ РАУНД:    СДВОЕННЫЕ МОЛНИИ    ЧЕТВЕРТЫЙ РАУНД: БЛИЖНИЙ БОЙ    ПЯТЫЙ РАУНД:     РУССКАЯ ШКОЛА БОКСА    ШЕСТОЙ РАУНД:    СОЕДИНЕННЫЕ ШТАТЫ ПРОТИВ ДЖИНА ГРИНА    ОТ АВТОРА    Я безмерно рад, что  мой  роман  будет  прочитан  советскими  читателями.",1,Гривадий Горпожакс,Джин Грин - неприкасаемый: карьера агента ЦРУ No 14,83
1,"Врожденная и приобретенная в  течение  жизни  скромность  не  позволяет  мне сказать, что этот роман,  по  сути  дела,  тугосплетенная  ""кошка  о  девяти хвостах"", ибо он в одно и то же время роман приключенческий, документальный, детективный,   криминальный,   политический,    пародийный,    сатирический, научно-фантастический  и,   что   самое   главное,   при   всем   при   этом реалистический.",2,Гривадий Горпожакс,Джин Грин - неприкасаемый: карьера агента ЦРУ No 14,83
2,"Как и во всякой другой многоплановой эпопее, здесь великое соседствует со смешным, высокое с низким, стон с улыбкой, плач со смехом.",3,Гривадий Горпожакс,Джин Грин - неприкасаемый: карьера агента ЦРУ No 14,83
0,       OCR: Gray   Часть I.,1,Граков,"""Руссак"" (фрагмент)",84
1,"""руссак""        ""Когда государство становится убийцей,      оно называет себя Родиной"".",2,Граков,"""Руссак"" (фрагмент)",84
2,"Фридрих Дюрренматг  Глава 1  АЙС       Обычный  февральский день  славный город  Ростов-папа отмечал необычной людской  сутолокой  у  коммерческих палаток,  магазинов, магазинчиков  и  на ""толчках""  - приближался ежегодно почитаемый мужской  праздник.",3,Граков,"""Руссак"" (фрагмент)",84
3,"В иные годы его называли просто - День Советской  Армии и  Военно-Морского Флота, теперь же Президент назвал еще проще - Днем защитника Отечества, дабы, наверное, не слишком  часто  склонять слово  ""армия"",  которое после событий в  Афгане  и Карабахе начинало попахивать  не слишком приятно.",4,Граков,"""Руссак"" (фрагмент)",84
4,"Но, как бы там ни было,  - мужское население России 23 февраля  готовилось  принимать подарки и поэтому загодя  запасалось  разномастным  ""пойлом"",  чтобы  достойно  их  обмыть.",5,Граков,"""Руссак"" (фрагмент)",84
0,--      * ЧАСТЬ ПЕРВАЯ *    НЕОЖИДАННЫЙ ГОСТЬ       Звонок был долгий.,1,Юрий Дольд-Михайлик,И один в поле воин,85
1,"В  другое  время  начальник  отдела 1-Ц,  оберст  Бертгольд,  вероятно, вскочил  бы с  дивана  и  бросился  к телефону.",2,Юрий Дольд-Михайлик,И один в поле воин,85
2,Но  на этот  раз он даже  не шевельнулся.,3,Юрий Дольд-Михайлик,И один в поле воин,85
3,"Бертгольд лежал,  как  и прежде, закрыв  глаза, и  можно  было подумать, что он спит.",4,Юрий Дольд-Михайлик,И один в поле воин,85
4,"Адъютант оберста гауптман Коккенмюллер уже несколько раз стучал в дверь кабинета; не дождавшись  разрешения  войти, он даже  чуть-чуть приоткрыл ее, но,  увидав оберста на  диване  с закрытыми глазами, тихонько закрыл  дверь, чтобы не нарушать отдых своего шефа.",5,Юрий Дольд-Михайлик,И один в поле воин,85
5,"Гауптман  знал,  что  его начальник прошедшей ночью  не спал.",6,Юрий Дольд-Михайлик,И один в поле воин,85
6,"Лишь под утро, после звонка  самого  Гиммлера,  он разрешил  себе немного  отдохнуть.",7,Юрий Дольд-Михайлик,И один в поле воин,85
0,"      (повесть)       К сорока пяти годам  Фима Блюм успел повидать много хорошего и плохого: окончить  ветеринарный  техникум,   отслужить   в  армии,  пережить   смерть родителей,  окончить  юрфак  МГУ, поработать  участковым инспектором, побыть совладельцем рекламно-издательского  дома  ""Юнион"", заработать кучу денег на брошюрах по половому воспитанию школьников и в одночасье оказаться банкротом без гроша на пропитание.",1,Андрей Евпланов,Змеюка на груди,86
1,"В общем, бросало его по жизни,  как лодку  в бурном море, и все из-за того, что он не мог просто сказать людям ""нет"".",2,Андрей Евпланов,Змеюка на груди,86
2,"Взять хотя бы ветеринарный техникум... Туда он поступил, потому что так хотела мама,  у которой были кошки.",3,Андрей Евпланов,Змеюка на груди,86
3,"Она их обожала, и ей казалось, что никто так не сможет о них позаботиться, как родной человек.",4,Андрей Евпланов,Змеюка на груди,86
0," Значит, не роботы.",1,Николай Иванов,"Спецназ, который не вернется",87
1,"Значит, думаем и не желаем превращаться в тупых и  слепых исполнителей, которым наплевать  на собственное мнение о себе.",2,Николай Иванов,"Спецназ, который не вернется",87
2,"Все нормально, Василий.",3,Николай Иванов,"Спецназ, который не вернется",87
3,"К тому же я убежден, что вернусь.",4,Николай Иванов,"Спецназ, который не вернется",87
4,"--  Возвращайся,-- пожелал и Туманов,  хотя  про  себя  добавил:  -- На влюбленную парочку тоже надеялся...      Вместе с сумкой оставив  и автомат,  Заремба вышел на трассу к пошел по пустынной  дороге в  сторону поста.",5,Николай Иванов,"Спецназ, который не вернется",87
5,"Оттуда  долго  его не  замечали,  потом раздались  команды  и  в  воздух  ушли  трассеры.",6,Николай Иванов,"Спецназ, который не вернется",87
6,"Подполковник  остановился, успокаивая солдат  и давая  время Приходько выйти  из землянки.",7,Николай Иванов,"Спецназ, который не вернется",87
7,Тот  попусту стрелять не станет.,8,Николай Иванов,"Спецназ, который не вернется",87
8,В самом деле -- вверх ушла зеленая осветительная ракета.,9,Николай Иванов,"Спецназ, который не вернется",87
0,"           РОМАН  МОСКВА                          ВОЕННОЕ ИЗДАТЕЛЬСТВО                                  1993   ББК 84Р7 И20 ISBN 5-203-01602-Х (c) Н. Ф. Иванов, 1993                                         Действующие лица: Брежнев,                                      Устинов, Андропов, Громыко,                                      Суслов, Огарков, Картер,                                      Тараки, Амин, послы, командующие,                                      советники, разведчики и другие.",1,Николай Федорович Иванов,"Операцию ""шторм"" начать раньше...",88
1,"Место действия: Москва - ЦК КПСС,                                      Генеральный штаб, МИД; Кабул,                                      Нью-Йорк, Ташкент, Прага.",2,Николай Федорович Иванов,"Операцию ""шторм"" начать раньше...",88
2,Время действия: 28 апреля 1978                                      года (день Апрельской революции в                                      Афганистане) - 10 ноября 1982 года                                      (день смерти Л. И. Брежнева).,3,Николай Федорович Иванов,"Операцию ""шторм"" начать раньше...",88
3,"Что было - то было                                             Всем, кого опалил Афганистан  ПРЕДИСЛОВИЕ       27 декабря 1979 года,  в 18 часов 25 минут по кабульскому времени - на 4 часа 35 минут раньше первоначального срока и на 5 минут  раньше окончательного времени ""Ч"",  началась операция ""Шторм"",  известная как взятие дворца Амина.",4,Николай Федорович Иванов,"Операцию ""шторм"" начать раньше...",88
4,"Это назовут вторым этапом Апрельской революции в Афганистане, а к названию операции,  составляя донесение в Москву, добавят цифры ""333"", что означало успех в ее проведении.",5,Николай Федорович Иванов,"Операцию ""шторм"" начать раньше...",88
0,"       ""Сновидение является продуктом психической деятельности самого видящего сон"".",1,Павел Кайский,"Сны наяву или ад, похожий на рай",89
1,"Зигмунд Фрейд       ""Война-мать наша""      Эрнст Юнгер       ""Помни войну""      Адмирал Макаров  I       ""Все в  порядке.",2,Павел Кайский,"Сны наяву или ад, похожий на рай",89
2,Все  более  чем в  порядке!,3,Павел Кайский,"Сны наяву или ад, похожий на рай",89
3,""",-  убеждал себя  идущий размеренным  шагом   вдоль  многоэтажки  молодой  человек.",4,Павел Кайский,"Сны наяву или ад, похожий на рай",89
4,Рядом  с  нужным подъездом  он  поприветствовал  сидящих на лавочке  бабушек.,5,Павел Кайский,"Сны наяву или ад, похожий на рай",89
5,"Просто  сказал: ""Здравствуйте""  и все.",6,Павел Кайский,"Сны наяву или ад, похожий на рай",89
6,"Не за  чем  все  эти ""добрый день и все  такое"".",7,Павел Кайский,"Сны наяву или ад, похожий на рай",89
7,"Но и произнес  приветствие  он  неторопливо-все  должно  быть  естественно,  даже слишком естественно.",8,Павел Кайский,"Сны наяву или ад, похожий на рай",89
8,"Пройди он чуть быстрее  и  поздоровайся  скороговоркой, бабульки обязательно начнут обсуждение падения нравов сегодняшнего поколения (Они и впрямь  пали ниже некуда-демократия, понимаешь; права человека, блин!",9,Павел Кайский,"Сны наяву или ад, похожий на рай",89
0,        Ла-Пас. Боливия.,1,Чингиз Абдуллаев,Охота на человека,9
1,8 августа 1988 года       Бронированные  лимузины мягко тронулись из  аэропорта.,2,Чингиз Абдуллаев,Охота на человека,9
2,"Несколько  минут назад два автомобиля охраны уже выехали на автостраду,  ведущую в  город.",3,Чингиз Абдуллаев,Охота на человека,9
3,"По краям  дороги, на протяжении  всего пути следования кортежа  уже выстроились переодетые  агенты  полиции  и службы  безопасности, контролирующие движение автомобилей.",4,Чингиз Абдуллаев,Охота на человека,9
4,Все высотные  здания  на  этом  пути  были  взяты  под  особый контроль.,5,Чингиз Абдуллаев,Охота на человека,9
5,"Впереди кортежа шла еще одна машина, набитая ""гориллами"" из службы безопасности  американского  посольства.",6,Чингиз Абдуллаев,Охота на человека,9
6,"Сверху  завис полицейский вертолет, контролирующий общее движение на шоссе.",7,Чингиз Абдуллаев,Охота на человека,9
7,"Охраняемый лимузин находился по обычаю в головной части кортежа,  сразу же за передними автомобилями охраны.",8,Чингиз Абдуллаев,Охота на человека,9
8,"В нем сидел высокий американский гость, только что прибывший в Боливию.",9,Чингиз Абдуллаев,Охота на человека,9
0,-        Глупость -- это хорошо скрытая форма счастья.,1,Василий Катунин,Возвращение Остапа Крымова,90
1,"Остап Крымов      (Полн. собр. соч. Т. 1, гл. 18)   ПРЕДИСЛОВИЕ       Будучи  маленьким  наивным  мальчиком,  я  смеялся  над  бедным  глупым Буратино,  зарывшим  свои  монеты в  землю.",2,Василий Катунин,Возвращение Остапа Крымова,90
2,"И только став  взрослым седеющим мужчиной,  я  понял,  что в  Стране  Дураков  действительно  растут  золотые деревья.",3,Василий Катунин,Возвращение Остапа Крымова,90
3,"В  этой книге столько  же вымысла,  сколько и  правды, ибо сама  жизнь, являясь невероятным выдумщиком, ежедневно стирает границы между реальностью, фантазией и бредом.",4,Василий Катунин,Возвращение Остапа Крымова,90
4,Мир  удивительно многообразен.,5,Василий Катунин,Возвращение Остапа Крымова,90
5,"И недостаток денег  у  людей  -- это не единственный  их недостаток, -- как людей, так и  денег.",6,Василий Катунин,Возвращение Остапа Крымова,90
6,"Все мы -- объекты, движущиеся в системе трех координат: деньги, секс, власть.",7,Василий Катунин,Возвращение Остапа Крымова,90
0,   * ЧАСТЬ 1 *   1       По пути на  разъезд  Андрей  Ходарев  завернул  к  старику Устинову под окна.,1,Лев Кожевников,Смерть прокурора,91
1,Крепко ударил в облупленный ставень.,2,Лев Кожевников,Смерть прокурора,91
2,-- Дед?,3,Лев Кожевников,Смерть прокурора,91
3,Эй!,4,Лев Кожевников,Смерть прокурора,91
4,Не помер еще?,5,Лев Кожевников,Смерть прокурора,91
5,"В  окно  высунулась широченная, сивая борода, -- будто кто подал из избы добрый навильник с сеном.",6,Лев Кожевников,Смерть прокурора,91
6,"-- А-а... Андрюха, -- Устинов широко  зевнул,  перекрестил рот.",7,Лев Кожевников,Смерть прокурора,91
7,"-- Ходи в избу, что ли?",8,Лев Кожевников,Смерть прокурора,91
8,"-- Некогда, дед.",9,Лев Кожевников,Смерть прокурора,91
9,"В другой раз.      Ходарев  перевесил  с  занемевшего  плеча рюкзак, Звякнуло железо.",10,Лев Кожевников,Смерть прокурора,91
10,-- Чего нагрузил в мешок-то?,11,Лев Кожевников,Смерть прокурора,91
11,"-- Замки,  пять  штук,  --  соврал  Андрей,  хотя  старику Устинову можно было не врать.",12,Лев Кожевников,Смерть прокурора,91
12,"Дед помолчал, обдумывая, и не согласился.",13,Лев Кожевников,Смерть прокурора,91
13,--  Кабы  хужей не было.,14,Лев Кожевников,Смерть прокурора,91
0,"         Изд. Москва ""ЭКСМО-ПРЕСС"", 1998      OCR Палек & Alligator, 1998 г.    Глава первая       К  окраине  городские  огни  редели,  в  районе  аэропорта  от сплошной электрической  россыпи оставались  отдельные, беспорядочно  разбросанные  на темном  фоне  светляки;   тем  отчетливей   выделялась  параллельная   курсу взлетающих  самолетов  цепочка  ртутных  светильников над  Восточным  шоссе, которая   пронизывала  широкое  кольцо  зеленой  зоны   и  обрывалась  перед традиционным жестяным плакатом ""Счастливого пути!",1,Данил Корецкий,Задержание,92
1,"Здесь покидающие Тиходонск машины врубали дальний свет и на разрешенных сорока  прокатывались мимо  стационарного поста  ГАИ,  чтобы,  оказавшись  в черном  желобе  отороченной  лесополосами  трассы,   ввинтиться   наконец  с привычной скоростью в упругий душный воздух.",2,Данил Корецкий,Задержание,92
2,Сейчас  высоко поднятая  над землей  стеклянная  будочка  пустовала.,3,Данил Корецкий,Задержание,92
3,"Не знающие   об  обязательности  ночных  дежурств,   с  облегчением  нажимающие акселератор водители не придавали этому  значения, как не обращали  внимания на  проскальзывающие  в  попутном  направлении  радиофицированные  машины  с номерами одинаковой серии.",4,Данил Корецкий,Задержание,92
0,"       Изд. Москва, ""Эксмо-пресс"", 1998      OCR Палек & Alligator, 1998    Глава первая.",1,Даниил Корецкий,Смягчающие обстоятельства,93
1,МОЗАИКА       Слухи  буквально  душили  город.,2,Даниил Корецкий,Смягчающие обстоятельства,93
2,"Всегда сопутствующие пожарам, авариям, несчастным  случаям, оживленные  прямо пропорционально  необычности события, сейчас  они  бурлили  как  никогда --  настолько  чрезвычайным, из  ряда вон выходящим было происшествие.",3,Даниил Корецкий,Смягчающие обстоятельства,93
3,"-- У них еще за углом машина стояла,  а в ней три здоровенных битюга... -- шептались на троллейбусной остановке.",4,Даниил Корецкий,Смягчающие обстоятельства,93
4,"--  Двести тысяч, жена в банке работает, в курсе дела... -- слышалось в толпе у кинотеатра.",5,Даниил Корецкий,Смягчающие обстоятельства,93
5,"-- Так и написали: мол, и судью, и прокурора, и начальника милиции...      Вот уже несколько месяцев изощрялась взбудораженная фантазия обывателя, компенсируя  недостаток  информации  вымыслом  или  преувеличениями.",6,Даниил Корецкий,Смягчающие обстоятельства,93
6,"Кто-то напрягается,  измышляя, чтобы продемонстрировать причастность  к  сведениям, недоступным   ""простому""   человеку,   кто-то  добросовестно   пересказывает услышанное в очереди -- приятно  хоть на несколько минут оказаться в  центре внимания, -- кто-то просто болтает от скуки.",7,Даниил Корецкий,Смягчающие обстоятельства,93
0,"       Изд. МОСКВА, ""ЭКСМО-ПРЕСС"", 1998      ОCR Палек & Alligator, 1998     * Часть I. ЗАПАСНОЙ УРОВЕНЬ *     Глава первая.",1,Даниил Корецкий,Оперативный псевдоним,94
1,"ВНЕШНИЕ РАЗДРАЖИТЕЛИ       Тиходонск, 7 февраля 1997  года, 17 часов 40 минут, температура воздуха минус 12 градусов по Цельсию.",2,Даниил Корецкий,Оперативный псевдоним,94
2,Жизнь все сильней брала за горло мозолистой рукой.,3,Даниил Корецкий,Оперативный псевдоним,94
3,"Настолько холодной и жесткой,  что иногда  казалось, будто это костлявая  хватка  смерти.",4,Даниил Корецкий,Оперативный псевдоним,94
4,"Старые, выношенные  ботинки не  защищали от холода, так же как  вытертое пальтецо  и облезшая  до самой кроличьей шкуры некогда меховая шапка.",5,Даниил Корецкий,Оперативный псевдоним,94
5,Если  бы выхлебать тарелку густого борща с хлебом да навернуть картохи под селедочку и стопарик водки  --  сразу бы  потеплело.,6,Даниил Корецкий,Оперативный псевдоним,94
6,"Впрочем,  и без  водки обошелся  бы,  и без селедочки, да и без борща -- набить брюхо любой жратвой, чтобы не сосало под ложечкой, не тошнило, не подгибались ноги...      Сергей  Лапин  медленно  брел  по  проспекту  Маркса  -- главной  улице Тиходонска.",7,Даниил Корецкий,Оперативный псевдоним,94
0,"       Изд. МОСКВА, ""ЭКСМО-ПРЕСС"", 1998 г.      OCR Палек & Alligator, 1998 г.    Глава первая       Убийцей  мог  оказаться любой.",1,Даниил Корецкий,Пешка в большой игре,95
1,"Когда плотная  фигура в коричневом плаще стремительно  вышагнула  из  встречного потока  прохожих,  сердце  Каймакова сжалось и он шарахнулся в сторону,  чувствуя, как холодеют наиболее уязвимые места: шея, живот,  пах...  Человек ощутимо  зацепил его  корпусом, невнятно ругнулся  и бросился бежать, как сделавший  свое дело киллер.",2,Даниил Корецкий,Пешка в большой игре,95
2,"Теперь должна была  прийти   боль,  она   слегка   запаздывает,   пока   нервные   волокна сопротивляются первому травмирующему  организм  натиску, но потом  ударяет в мозг  безжалостно  и  беспощадно,  лишая  сил, надежды, а  если  повезет  -- сознания.",3,Даниил Корецкий,Пешка в большой игре,95
3,-- Чего стоишь на дороге?,4,Даниил Корецкий,Пешка в большой игре,95
4,-- Каймакова толкнули в спину.,5,Даниил Корецкий,Пешка в большой игре,95
5,-- Лучше места не нашел!,6,Даниил Корецкий,Пешка в большой игре,95
0,"        Вчера был праздник Святого Валентина, попечителя всех влюбленных, а так же хранителя  надежд, во всех тюрьмах, лагерях и закрытых сумасшедших домов, тех кого охраняют и тех,  кто  охраняет.",1,Евгений Кукаркин,Будни после праздника,96
1,"Это  праздник  для  надсмотрщиков, надзирателей,  обитателей камер и палат, конечно, всей многочисленной охраны закрытых заведений.",2,Евгений Кукаркин,Будни после праздника,96
2,"Вчера пили все, солдаты, офицеры,  прапоры,  врачи,  кое что досталось и заключенным.",3,Евгений Кукаркин,Будни после праздника,96
3,Ко  мне  приехал  сын.,4,Евгений Кукаркин,Будни после праздника,96
4,"Нет, он живет недалеко, в этом же городе.",5,Евгений Кукаркин,Будни после праздника,96
5,У него семья и уже лет пять мы живем отдельно.,6,Евгений Кукаркин,Будни после праздника,96
6,В  этот  праздник  в  мою  одинокую квартиру  обычно  никто  больше  не приходит.,7,Евгений Кукаркин,Будни после праздника,96
7,"Мы с сыном распиваем бутылочку коньяку и позже расстаемся еще на один год, до следующего праздника...   ДЕНЬ ПЕРВЫЙ ПОСЛЕ ПРАЗДНИКА СВЯТОГО ВАЛЕНТИНА       Сегодня с утра поганая погода.",8,Евгений Кукаркин,Будни после праздника,96
0,   ПРОЛОГ       Шквал огня обрушился на нашу заставу.,1,Евгений Кукаркин,Дальнобойщики,97
1,"Проклятые  таджики где-то достали четыре установки ""Град"" и  теперь вся площадка обрабатывается несколько  раз ракетами-сигарами.",2,Евгений Кукаркин,Дальнобойщики,97
2,Мины выпущенные из всех  щелей и впадин за рекой бороздят над нашими головами  небо.,3,Евгений Кукаркин,Дальнобойщики,97
3,"Мой лучший  друг еще со школьной  скамьи, Антошка приполз ко мне в щель      - Лешка,- орет он,- нам хана.",4,Евгений Кукаркин,Дальнобойщики,97
4,Вертушки нас поддержать не смогут.,5,Евгений Кукаркин,Дальнобойщики,97
5,Погода дрянь.,6,Евгений Кукаркин,Дальнобойщики,97
6,"Словно в подтверждение его  слов,  земля заходила под нашими  телами  и груды песка и камней обрушились на спины.",7,Евгений Кукаркин,Дальнобойщики,97
7,"- Капитан  убит,-  не  унимается в крике  Антошка,- замполит  тоже.",8,Евгений Кукаркин,Дальнобойщики,97
8,"Из младших, остался один литер.",9,Евгений Кукаркин,Дальнобойщики,97
0,   ПРОЛОГ       Эта грымза бьется надо мной уже две  недели  и  понемногу  выковыривает данные.,1,Евгений Кукаркин,Фрагменты тюремной жизни,98
1,- Так откуда у вас эти восьмидесятые микросхемы?-задает она вопрос.,2,Евгений Кукаркин,Фрагменты тюремной жизни,98
2,- Купил.,3,Евгений Кукаркин,Фрагменты тюремной жизни,98
3,- Где?,4,Евгений Кукаркин,Фрагменты тюремной жизни,98
4,- На рынке.,5,Евгений Кукаркин,Фрагменты тюремной жизни,98
5,"- Лож,-беапиляционно говорит она.",6,Евгений Кукаркин,Фрагменты тюремной жизни,98
6,- Клянусь богом...-начал я.,7,Евгений Кукаркин,Фрагменты тюремной жизни,98
7,"- Можете  клясться  кем  угодно,  но  на  этих  микросхемах стоит клеймо военной приемки.",8,Евгений Кукаркин,Фрагменты тюремной жизни,98
8,"Вот видите, маленькая, крошечная ракетка.",9,Евгений Кукаркин,Фрагменты тюремной жизни,98
9,"Это  значит,  что микросхемы украдены.",10,Евгений Кукаркин,Фрагменты тюремной жизни,98
10,- Мне такие продали.,11,Евгений Кукаркин,Фрагменты тюремной жизни,98
11,"- А  вот  заключение  экспертизы,-кабудь-то  незамечая  моих оправданий, говорит  следователь,-микросхемы  из  той  партии,  что  завезли   на   ваше предприятие.",12,Евгений Кукаркин,Фрагменты тюремной жизни,98
12,"- Значит  кто-то  у  нас на предприятии стащил, продал перекупщику, а те случайно мне.",13,Евгений Кукаркин,Фрагменты тюремной жизни,98
13,- Очень сложновато.,14,Евгений Кукаркин,Фрагменты тюремной жизни,98
0,        Командир  полка  полковник  Кирсанов  смотрел  на  наши коробки взводов презрительным взглядом.,1,Евгений Кукаркин,Дыхание кризиса,99
1,В ближайшее время его должны были перевести  в  штаб округа и мы уже для него ничего не представляли.,2,Евгений Кукаркин,Дыхание кризиса,99
2,"- Майор Сергеев, приступайте к распределению взводов по своим местам.",3,Евгений Кукаркин,Дыхание кризиса,99
3,"Он,  переваливаясь  на  толстых ногах, направился в свой кабинет.",4,Евгений Кукаркин,Дыхание кризиса,99
4,Майор уникален.,5,Евгений Кукаркин,Дыхание кризиса,99
5,"Ведет себя перед  нами  безобразно,  но  как  начальник  штаба  по профессионализму  равных себе не имеет.",6,Евгений Кукаркин,Дыхание кризиса,99
6,Вот и сейчас он засунул левую руку в карман брюк и перекатывает свои яйца.,7,Евгений Кукаркин,Дыхание кризиса,99
